variable,label_zh,label_en,n,missing,mean,std_dev,min,max,ci95_lower,ci95_upper
C_IAM_05,情景：临时承包商需要有限时、可审计的访问时，关键数据仍能安全传输、缓存或在恢复后补齐。,"Scenario: when a contractor needs time-limited and auditable access, critical data remain securely transmitted, buffered, or backfilled after recovery.",64,0,2.71875,0.7446901987158768,1.0,4.0,2.5327319230360295,2.9047680769639705
C_BUF_01,支撑离线缓存与恢复的链路在正常生产和高负荷时均保持可用。,Connections supporting offline buffering and recovery remain available during normal production and peak load.,64,0,2.75,0.6666666666666666,1.0,4.0,2.5834716214566047,2.9165283785433953
C_BUF_02,团队能查看本地缓存容量、断点续传与恢复验证，并知道链路健康状态和责任人。,"The team can review local buffer capacity, resume transfer, and recovery verification and knows the connection health status and owner.",64,0,2.75,0.7346308866924529,1.0,4.0,2.5664946644168136,2.9335053355831864
C_BUF_03,出现断网期间数据无法保存或恢复后形成重复时，有明确的告警、临时措施、升级路径和恢复验证。,"When outage data are not retained or are duplicated after recovery occurs, alerts, temporary controls, escalation, and recovery verification are defined.",64,0,2.671875,0.691322346884279,1.0,4.0,2.4991878157838197,2.8445621842161803
C_BUF_04,离线缓存与恢复出现问题后，通常要等用户投诉或生产受影响才被发现。,Problems with offline buffering and recovery are usually detected only after user complaints or production impact.,64,0,2.875,0.6042179781166438,2.0,4.0,2.7240708397262,3.0259291602738
C_BUF_05,情景：计划停网后要验证生产数据完整恢复时，关键数据仍能安全传输、缓存或在恢复后补齐。,"Scenario: when production data must recover completely after planned network work, critical data remain securely transmitted, buffered, or backfilled after recovery.",64,0,2.875,0.7453559924999299,2.0,4.0,2.6888156126970757,3.0611843873029243
C_CLK_01,支撑网络时间同步的链路在正常生产和高负荷时均保持可用。,Connections supporting network time synchronisation remain available during normal production and peak load.,64,0,2.625,0.7663560447348134,1.0,4.0,2.4335699557250727,2.8164300442749273
C_CLK_02,团队能查看NTP/PTP状态、时钟偏差与同步告警，并知道链路健康状态和责任人。,"The team can review NTP/PTP status, clock offset, and synchronisation alarms and knows the connection health status and owner.",64,0,2.921875,0.625,2.0,4.0,2.765754645115567,3.077995354884433
C_CLK_03,出现不同系统时间相差过大时，有明确的告警、临时措施、升级路径和恢复验证。,"When system clocks differ materially occurs, alerts, temporary controls, escalation, and recovery verification are defined.",64,0,2.671875,0.691322346884279,1.0,4.0,2.4991878157838197,2.8445621842161803
C_CLK_04,网络时间同步出现问题后，通常要等用户投诉或生产受影响才被发现。,Problems with network time synchronisation are usually detected only after user complaints or production impact.,64,0,2.890625,0.7153018565834609,1.0,5.0,2.711947912481114,3.069302087518886
C_CLK_05,情景：需要按秒还原报警、操作与设备动作先后顺序时，关键数据仍能安全传输、缓存或在恢复后补齐。,"Scenario: when alarm, operator action, and equipment response must be reconstructed by second, critical data remain securely transmitted, buffered, or backfilled after recovery.",64,0,2.78125,0.5764904768001549,2.0,4.0,2.637246963479142,2.925253036520858
C_SEC_01,支撑连接层网络安全的链路在正常生产和高负荷时均保持可用。,Connections supporting connectivity-layer cybersecurity remain available during normal production and peak load.,64,0,2.84375,0.7605083930325923,1.0,4.0,2.653780655659459,3.033719344340541
C_SEC_02,团队能查看分区分域、白名单、补丁、备份与异常流量记录，并知道链路健康状态和责任人。,"The team can review segmentation, allowlists, patches, backups, and anomalous-traffic records and knows the connection health status and owner.",64,0,2.8125,0.709907215041694,2.0,4.0,2.635170453844274,2.989829546155726
C_SEC_03,出现远程接入失控、弱口令或网络边界不清时，有明确的告警、临时措施、升级路径和恢复验证。,"When uncontrolled remote access, weak credentials, or unclear boundaries occurs, alerts, temporary controls, escalation, and recovery verification are defined.",64,0,2.703125,0.634452332255751,1.0,4.0,2.5446435227695616,2.8616064772304384
C_SEC_04,连接层网络安全出现问题后，通常要等用户投诉或生产受影响才被发现。,Problems with connectivity-layer cybersecurity are usually detected only after user complaints or production impact.,64,0,2.71875,0.7007648882267351,1.0,4.0,2.5437041391351873,2.8937958608648127
I_INT_01,系统接口与互操作所需的PLC/DCS、SCADA、MES、ERP、QMS和CMMS接口记录可以通过稳定接口或受控流程关联。,"Plc/dcs, scada, mes, erp, qms, and cmms interface records required for system interfaces and interoperability can be linked through stable interfaces or controlled workflows.",64,0,2.53125,0.6893463662763536,1.0,4.0,2.3590564010538264,2.7034435989461736
I_INT_02,不同班组和部门对系统接口与互操作使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for system interfaces and interoperability.",64,0,2.5625,0.7740842003337551,1.0,4.0,2.3691395198935385,2.7558604801064615
I_INT_03,一线人员能从系统接口与互操作结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from system interfaces and interoperability results to source data rather than seeing only totals.,64,0,2.671875,0.8555085278767485,1.0,5.0,2.458175328033957,2.885574671966043
I_INT_04,出现接口中断、重复录入或字段含义不一致时，责任人、处理时限、验证证据和关闭条件清楚。,"When interface failure, duplicate entry, or inconsistent field meaning occurs, owners, due times, verification evidence, and closure criteria are clear.",64,0,2.5625,0.753299619978875,1.0,4.0,2.3743313535913435,2.7506686464086565
I_INT_05,围绕系统接口与互操作仍经常依靠人工复制、微信群/邮件或个人表格传递。,"System interfaces and interoperability still often depends on manual copying, messaging/email, or personal spreadsheets.",64,0,2.71875,0.7446901987158768,1.0,4.0,2.5327319230360295,2.9047680769639705
I_INT_06,情景：一个系统升级后上下游数据交换异常时，相关人员能在同一事实基础上协同处理。,"Scenario: when an upstream or downstream exchange fails after a system upgrade, relevant staff can collaborate from one shared set of facts.",64,0,2.765625,0.8496906533257892,1.0,5.0,2.5533785898572674,2.9778714101427326
I_MDM_01,主数据与编码标准所需的设备、产品、物料、工单、批次与缺陷代码可以通过稳定接口或受控流程关联。,"Asset, product, material, work-order, batch, and defect codes required for master data and coding standards can be linked through stable interfaces or controlled workflows.",64,0,2.640625,0.7636002340625083,1.0,5.0,2.4498833367493202,2.8313666632506798
I_MDM_02,不同班组和部门对主数据与编码标准使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for master data and coding standards.",64,0,2.546875,0.7331100850659448,1.0,4.0,2.3637495493602367,2.7300004506397633
I_MDM_03,一线人员能从主数据与编码标准结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from master data and coding standards results to source data rather than seeing only totals.,64,0,2.65625,0.7605083930325923,1.0,5.0,2.466280655659459,2.846219344340541
I_MDM_04,出现同一对象多套名称或编码重复时，责任人、处理时限、验证证据和关闭条件清楚。,"When one object has multiple names or duplicate codes occurs, owners, due times, verification evidence, and closure criteria are clear.",64,0,2.546875,0.8343743497708661,1.0,5.0,2.338454488651687,2.755295511348313
I_MDM_05,围绕主数据与编码标准仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Master data and coding standards still often depends on manual copying, messaging/email, or personal spreadsheets.",64,0,2.640625,0.861287104391141,1.0,5.0,2.425481882568111,2.855768117431889
I_MDM_06,情景：跨部门合并数据时发现同一设备名称不同时，相关人员能在同一事实基础上协同处理。,"Scenario: when cross-functional data cannot merge because an asset has different names, relevant staff can collaborate from one shared set of facts.",64,0,2.453125,0.6649904522527385,1.0,4.0,2.287015327359269,2.619234672640731
I_TRC_01,批次/工单/产品追溯所需的人员、设备、物料、参数、检验与结果链路可以通过稳定接口或受控流程关联。,"Links among people, assets, materials, parameters, inspections, and results required for batch, work-order, and product traceability can be linked through stable interfaces or controlled workflows.",64,0,2.65625,0.8207381501496754,1.0,4.0,2.4512357099703035,2.8612642900296965
I_TRC_02,不同班组和部门对批次/工单/产品追溯使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for batch, work-order, and product traceability.",64,0,2.65625,0.6718548123582124,1.0,4.0,2.4884256612221147,2.8240743387778853
I_TRC_03,一线人员能从批次/工单/产品追溯结果逐级查看来源数据，而不是只看到汇总数字。,"Frontline staff can drill from batch, work-order, and product traceability results to source data rather than seeing only totals.",64,0,2.609375,0.7263124409679087,1.0,4.0,2.4279475503345784,2.7908024496654216
I_TRC_04,出现异常无法追到具体时间、批次或设备时，责任人、处理时限、验证证据和关闭条件清楚。,"When an exception cannot be traced to a specific time, batch, or asset occurs, owners, due times, verification evidence, and closure criteria are clear.",64,0,2.53125,0.7961963146288554,1.0,4.0,2.332366078083945,2.730133921916055
I_TRC_05,围绕批次/工单/产品追溯仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Batch, work-order, and product traceability still often depends on manual copying, messaging/email, or personal spreadsheets.",64,0,2.59375,0.7285286324187734,1.0,4.0,2.4117689621812968,2.7757310378187032
I_TRC_06,情景：客户投诉后需要在限定时间内完成正反向追溯时，相关人员能在同一事实基础上协同处理。,"Scenario: when forward and backward traceability must be completed within a deadline, relevant staff can collaborate from one shared set of facts.",64,0,2.6875,0.9236745114890867,1.0,5.0,2.45677297194979,2.91822702805021
I_SHR_01,数据共享与可用性所需的共享数据集、授权目录、刷新频率与责任人可以通过稳定接口或受控流程关联。,"Shared datasets, authorised catalogues, refresh frequency, and owners required for data sharing and usability can be linked through stable interfaces or controlled workflows.",64,0,2.5625,0.7319250547113999,1.0,4.0,2.379670561135437,2.745329438864563
I_SHR_02,不同班组和部门对数据共享与可用性使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for data sharing and usability.",64,0,2.484375,0.8163446887152821,1.0,4.0,2.2804581639835972,2.6882918360164028
I_SHR_03,一线人员能从数据共享与可用性结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from data sharing and usability results to source data rather than seeing only totals.,64,0,2.640625,0.7425222459389925,1.0,4.0,2.4551484615270693,2.8261015384729307
I_SHR_04,出现部门各自维护副本且更新不同步时，责任人、处理时限、验证证据和关闭条件清楚。,"When departments maintain unsynchronised copies occurs, owners, due times, verification evidence, and closure criteria are clear.",64,0,2.5625,0.6871842709362768,1.0,4.0,2.390846476400685,2.734153523599315
I_SHR_05,围绕数据共享与可用性仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Data sharing and usability still often depends on manual copying, messaging/email, or personal spreadsheets.",64,0,2.515625,0.712522625650226,1.0,4.0,2.337642143712478,2.693607856287522
I_SHR_06,情景：生产与质量会议使用的数字不一致时，相关人员能在同一事实基础上协同处理。,"Scenario: when production and quality meetings use different figures, relevant staff can collaborate from one shared set of facts.",64,0,2.671875,0.7139135935444982,1.0,4.0,2.4935446902704195,2.8502053097295805
I_VIS_01,看板与可视化所需的岗位看板、趋势、分层指标与异常钻取可以通过稳定接口或受控流程关联。,"Role-based dashboards, trends, tiered kpis, and exception drill-down required for dashboards and visualisation can be linked through stable interfaces or controlled workflows.",64,0,2.515625,0.7557648811340439,1.0,4.0,2.326840549677059,2.704409450322941
I_VIS_02,不同班组和部门对看板与可视化使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for dashboards and visualisation.",64,0,2.625,0.8451542547285166,1.0,4.0,2.413886748511513,2.836113251488487
I_VIS_03,一线人员能从看板与可视化结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from dashboards and visualisation results to source data rather than seeing only totals.,64,0,2.515625,0.7966634289633352,1.0,4.0,2.316624396394872,2.714625603605128
I_VIS_04,出现看板信息过多、口径不明或无法定位原因时，责任人、处理时限、验证证据和关闭条件清楚。,"When dashboards overload users, obscure definitions, or prevent root-cause drill-down occurs, owners, due times, verification evidence, and closure criteria are clear.",64,0,2.65625,0.7811011763011547,1.0,4.0,2.461136731448345,2.851363268551655
I_VIS_05,围绕看板与可视化仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Dashboards and visualisation still often depends on manual copying, messaging/email, or personal spreadsheets.",64,0,2.546875,0.8343743497708661,1.0,4.0,2.338454488651687,2.755295511348313
I_VIS_06,情景：班组长需在五分钟内判断当班首要损失时，相关人员能在同一事实基础上协同处理。,"Scenario: when a team leader must identify the shift's largest loss within five minutes, relevant staff can collaborate from one shared set of facts.",64,0,2.5,0.7346308866924529,1.0,4.0,2.3164946644168136,2.6835053355831864
I_HMI_01,HMI/SCADA使用体验所需的画面层级、报警、操作步骤与响应时间可以通过稳定接口或受控流程关联。,"Screen hierarchy, alarms, operating steps, and response time required for HMI/SCADA usability can be linked through stable interfaces or controlled workflows.",64,0,2.625,0.8261595987094035,1.0,4.0,2.4186314724132916,2.8313685275867084
I_HMI_02,不同班组和部门对HMI/SCADA使用体验使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for HMI/SCADA usability.",64,0,2.609375,0.8090203266228166,1.0,4.0,2.4072877351982815,2.8114622648017185
I_HMI_03,一线人员能从HMI/SCADA使用体验结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from HMI/SCADA usability results to source data rather than seeing only totals.,64,0,2.640625,0.8426561840065285,1.0,4.0,2.4301357480117423,2.8511142519882577
I_HMI_04,出现画面难找、操作易错或报警泛滥时，责任人、处理时限、验证证据和关闭条件清楚。,"When screens are hard to find, actions are error-prone, or alarms flood users occurs, owners, due times, verification evidence, and closure criteria are clear.",64,0,2.375,0.7663560447348134,1.0,4.0,2.1835699557250727,2.5664300442749273
I_HMI_05,围绕HMI/SCADA使用体验仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Hmi/scada usability still often depends on manual copying, messaging/email, or personal spreadsheets.",64,0,2.578125,0.751816583086044,1.0,4.0,2.390326805184968,2.765923194815032
I_HMI_06,情景：新员工在异常时需要快速找到正确画面和SOP时，相关人员能在同一事实基础上协同处理。,"Scenario: when a new worker must quickly find the correct screen and SOP during an exception, relevant staff can collaborate from one shared set of facts.",64,0,2.640625,0.7425222459389925,1.0,4.0,2.4551484615270693,2.8261015384729307
I_EXC_01,异常闭环工作流所需的发现、分级、指派、措施、验证与关闭记录可以通过稳定接口或受控流程关联。,"Detection, classification, assignment, action, verification, and closure records required for exception-closure workflow can be linked through stable interfaces or controlled workflows.",64,0,2.5625,0.7740842003337551,1.0,4.0,2.3691395198935385,2.7558604801064615
I_EXC_02,不同班组和部门对异常闭环工作流使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for exception-closure workflow.",64,0,2.4375,0.753299619978875,1.0,4.0,2.2493313535913435,2.6256686464086565
I_EXC_03,一线人员能从异常闭环工作流结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from exception-closure workflow results to source data rather than seeing only totals.,64,0,2.65625,0.7811011763011547,1.0,4.0,2.461136731448345,2.851363268551655
I_EXC_04,出现异常无人接单、重复发生或关闭无证据时，责任人、处理时限、验证证据和关闭条件清楚。,"When exceptions lack owners, recur, or close without evidence occurs, owners, due times, verification evidence, and closure criteria are clear.",64,0,2.453125,0.8715920026294522,1.0,4.0,2.2354077955760903,2.6708422044239097
I_EXC_05,围绕异常闭环工作流仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Exception-closure workflow still often depends on manual copying, messaging/email, or personal spreadsheets.",64,0,2.65625,0.7393422645344875,1.0,5.0,2.471567797247705,2.840932202752295
I_EXC_06,情景：同类停机在一周内重复发生，需要确认措施是否有效时，相关人员能在同一事实基础上协同处理。,"Scenario: when the same stop recurs within a week and action effectiveness must be checked, relevant staff can collaborate from one shared set of facts.",64,0,2.484375,0.8355624946942524,1.0,4.0,2.275657698880338,2.693092301119662
I_HDO_01,交接班与知识传递所需的未结异常、临时措施、风险与后续责任人可以通过稳定接口或受控流程关联。,"Open exceptions, temporary controls, risks, and next owners required for shift handover and knowledge transfer can be linked through stable interfaces or controlled workflows.",64,0,2.453125,0.6884463184107628,1.0,4.0,2.2811562263213285,2.6250937736786715
I_HDO_02,不同班组和部门对交接班与知识传递使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for shift handover and knowledge transfer.",64,0,2.59375,0.8492527060481814,1.0,5.0,2.3816129858323087,2.8058870141676913
I_HDO_03,一线人员能从交接班与知识传递结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from shift handover and knowledge transfer results to source data rather than seeing only totals.,64,0,2.5,0.6900655593423543,1.0,4.0,2.327626751971115,2.672373248028885
I_HDO_04,出现口头交接遗漏关键风险或历史信息时，责任人、处理时限、验证证据和关闭条件清楚。,"When verbal handover omits critical risks or history occurs, owners, due times, verification evidence, and closure criteria are clear.",64,0,2.5,0.7126966450997984,1.0,4.0,2.3219736749473197,2.6780263250526803
I_HDO_05,围绕交接班与知识传递仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Shift handover and knowledge transfer still often depends on manual copying, messaging/email, or personal spreadsheets.",64,0,2.71875,0.6777354917852516,1.0,4.0,2.5494567112075375,2.8880432887924625
I_HDO_06,情景：夜班遗留问题需由白班继续处理时，相关人员能在同一事实基础上协同处理。,"Scenario: when an unresolved night-shift issue must transfer to day shift, relevant staff can collaborate from one shared set of facts.",64,0,2.546875,0.6649904522527385,1.0,4.0,2.380765327359269,2.712984672640731
I_COL_01,跨部门协同所需的生产、设备、工艺、质量、能源与IT协同记录可以通过稳定接口或受控流程关联。,"Production, maintenance, process, quality, energy, and it collaboration records required for cross-functional collaboration can be linked through stable interfaces or controlled workflows.",64,0,2.609375,0.7687794387188209,1.0,4.0,2.41733960991898,2.80141039008102
I_COL_02,不同班组和部门对跨部门协同使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for cross-functional collaboration.",64,0,2.59375,0.8110105395357666,1.0,4.0,2.3911655948042574,2.7963344051957426
I_COL_03,一线人员能从跨部门协同结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from cross-functional collaboration results to source data rather than seeing only totals.,64,0,2.59375,0.7708735510743845,1.0,5.0,2.4011915162163904,2.7863084837836096
I_COL_04,出现信息来回确认、责任边界模糊或响应慢时，责任人、处理时限、验证证据和关闭条件清楚。,"When repeated confirmation, unclear accountability, or slow response occurs, owners, due times, verification evidence, and closure criteria are clear.",64,0,2.625,0.7867957924694432,1.0,4.0,2.428464258652947,2.821535741347053
I_COL_05,围绕跨部门协同仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Cross-functional collaboration still often depends on manual copying, messaging/email, or personal spreadsheets.",64,0,2.5625,0.8333333333333334,1.0,4.0,2.3543395268207563,2.7706604731792437
I_COL_06,情景：质量异常同时涉及设备、工艺和原料时，相关人员能在同一事实基础上协同处理。,"Scenario: when a quality exception simultaneously involves equipment, process, and material, relevant staff can collaborate from one shared set of facts.",64,0,2.375,0.7237468644557459,1.0,4.0,2.1942134122794776,2.5557865877205224
I_SIL_01,数据孤岛与统一语义所需的数据目录、血缘、接口、指标定义与版本可以通过稳定接口或受控流程关联。,"Data catalogue, lineage, interfaces, kpi definitions, and versions required for data silos and common semantics can be linked through stable interfaces or controlled workflows.",64,0,2.609375,0.7041191164559659,1.0,4.0,2.43349127785277,2.78525872214723
I_SIL_02,不同班组和部门对数据孤岛与统一语义使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for data silos and common semantics.",64,0,2.625,0.7663560447348134,1.0,4.0,2.4335699557250727,2.8164300442749273
I_SIL_03,一线人员能从数据孤岛与统一语义结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from data silos and common semantics results to source data rather than seeing only totals.,64,0,2.578125,0.7726410591919164,1.0,4.0,2.385125005825078,2.771124994174922
I_SIL_04,出现局部系统无法合并、来源不明或版本冲突时，责任人、处理时限、验证证据和关闭条件清楚。,"When local systems cannot merge, sources are unclear, or versions conflict occurs, owners, due times, verification evidence, and closure criteria are clear.",64,0,2.390625,0.7478474400910881,1.0,4.0,2.2038182676057034,2.5774317323942966
I_SIL_05,围绕数据孤岛与统一语义仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Data silos and common semantics still often depends on manual copying, messaging/email, or personal spreadsheets.",64,0,2.609375,0.828408064081296,1.0,4.0,2.4024448224744033,2.8163051775255967
O_APC_01,团队定期使用控制回路绩效、设定值、约束与调整记录识别先进控制与参数优化的主要损失和机会。,"The team routinely uses control-loop performance, setpoints, constraints, and adjustment records to identify the main losses and opportunities in advanced control and parameter optimisation.",64,0,2.734375,0.7815773123870058,1.0,5.0,2.5391427961928312,2.9296072038071688
O_APC_02,针对超调、振荡、频繁手动干预或参数漂移的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing overshoot, oscillation, frequent manual intervention, or parameter drift are converted into owners, actions, due dates, and measurable targets.",64,0,2.671875,0.8175590362645243,1.0,5.0,2.4676548289910523,2.8760951710089477
O_APC_03,先进控制与参数优化措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for advanced control and parameter optimisation, the team uses a like-for-like baseline to standardise, revise, or stop it.",64,0,2.625,0.7237468644557459,1.0,4.0,2.4442134122794776,2.8057865877205224
O_APC_04,先进控制与参数优化主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Advanced control and parameter optimisation mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",64,0,2.65625,0.801164826590059,1.0,4.0,2.4561249807229357,2.8563750192770643
O_APC_05,情景：关键温度波动扩大并影响质量稳定性时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when critical temperature variation increases and affects quality stability, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",64,0,2.75,0.7968190728895957,1.0,5.0,2.5509605176988663,2.9490394823011337
O_PDM_01,团队定期使用健康指标、故障模式、预警、工单与维修结果识别状态与预测性维护的主要损失和机会。,"The team routinely uses health indicators, failure modes, alerts, work orders, and maintenance outcomes to identify the main losses and opportunities in condition-based and predictive maintenance.",64,0,2.671875,0.6679674809117249,1.0,4.0,2.5050216877260816,2.8387283122739184
O_PDM_02,针对误报过多、预警无行动或故障后才维修的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing excessive false alerts, alerts without action, or repair only after failure are converted into owners, actions, due dates, and measurable targets.",64,0,2.75,0.7346308866924529,1.0,5.0,2.5664946644168136,2.9335053355831864
O_PDM_03,状态与预测性维护措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for condition-based and predictive maintenance, the team uses a like-for-like baseline to standardise, revise, or stop it.",64,0,2.671875,0.7570764046908889,1.0,4.0,2.4827629408400447,2.8609870591599553
O_PDM_04,状态与预测性维护主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Condition-based and predictive maintenance mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",64,0,2.578125,0.6855582246352817,1.0,4.0,2.4068776506815968,2.7493723493184032
O_PDM_05,情景：振动趋势持续上升但设备尚未故障时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when vibration rises steadily before functional failure, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",64,0,2.59375,0.75,1.0,5.0,2.4064055741386805,2.7810944258613195
O_QAN_01,团队定期使用SPC、Pareto、能力指数、缺陷关联与验证记录识别质量分析与过程能力的主要损失和机会。,"The team routinely uses SPC, Pareto, capability indices, defect associations, and validation records to identify the main losses and opportunities in quality analytics and process capability.",64,0,2.71875,0.7230611732885817,1.0,4.0,2.5381346928368513,2.8993653071631487
O_QAN_02,针对只看最终检验、不能定位过程原因的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing only final inspection is reviewed and process causes remain unknown are converted into owners, actions, due dates, and measurable targets.",64,0,2.5625,0.753299619978875,1.0,4.0,2.3743313535913435,2.7506686464086565
O_QAN_03,质量分析与过程能力措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for quality analytics and process capability, the team uses a like-for-like baseline to standardise, revise, or stop it.",64,0,2.734375,0.6724083108557899,1.0,4.0,2.566412401411123,2.902337598588877
O_QAN_04,质量分析与过程能力主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Quality analytics and process capability mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",64,0,2.703125,0.7276770498572075,1.0,4.0,2.521356681176057,2.884893318823943
O_QAN_05,情景：缺陷率上升但不同参数可能共同影响结果时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when defect rate rises while several parameters may jointly affect the outcome, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",64,0,2.609375,0.7041191164559659,1.0,4.0,2.43349127785277,2.78525872214723
O_EOP_01,团队定期使用单位能耗、峰谷、基线、泄漏与节能验证识别能源优化的主要损失和机会。,"The team routinely uses unit energy, peaks, baselines, leakage, and savings verification to identify the main losses and opportunities in energy optimisation.",64,0,2.703125,0.7491728242768291,1.0,5.0,2.5159871964866056,2.8902628035133944
O_EOP_02,针对只看总表、缺少分项基线或节能后未验证的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing only total meters are used, sub-baselines are missing, or savings are unverified are converted into owners, actions, due dates, and measurable targets.",64,0,2.75,0.7559289460184544,1.0,5.0,2.561174567488294,2.938825432511706
O_EOP_03,能源优化措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for energy optimisation, the team uses a like-for-like baseline to standardise, revise, or stop it.",64,0,2.859375,0.8331845105205861,1.0,4.0,2.651251701653302,3.067498298346698
O_EOP_04,能源优化主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Energy optimisation mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",64,0,2.640625,0.7208281722909101,1.0,4.0,2.4605674798899937,2.8206825201100063
O_EOP_05,情景：蒸汽消耗上升但产量和产品结构也发生变化时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when steam use rises while output and product mix also change, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",64,0,2.6875,0.8333333333333334,1.0,5.0,2.4793395268207563,2.8956604731792437
O_SCH_01,团队定期使用订单、能力、切换时间、等待、在制品与装卸记录识别排产、换线与物流优化的主要损失和机会。,"The team routinely uses orders, capacity, changeover time, waiting, WIP, and loading records to identify the main losses and opportunities in scheduling, changeover, and logistics optimisation.",64,0,2.578125,0.812690759047542,1.0,4.0,2.375120888457918,2.781129111542082
O_SCH_02,针对频繁插单、等待或局部最优造成整体延误的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing rush jobs, waiting, or local optimisation cause system-wide delay are converted into owners, actions, due dates, and measurable targets.",64,0,2.75,0.7559289460184544,1.0,5.0,2.561174567488294,2.938825432511706
O_SCH_03,排产、换线与物流优化措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for scheduling, changeover, and logistics optimisation, the team uses a like-for-like baseline to standardise, revise, or stop it.",64,0,2.6875,0.6636838030841121,1.0,4.0,2.5217167186103335,2.8532832813896665
O_SCH_04,排产、换线与物流优化主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Scheduling, changeover, and logistics optimisation mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",64,0,2.765625,0.8307997199103853,1.0,5.0,2.558097404623525,2.973152595376475
O_SCH_05,情景：订单优先级突变且多个工序能力受限时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when order priority changes abruptly while several processes are capacity constrained, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",64,0,2.640625,0.7425222459389925,1.0,4.0,2.4551484615270693,2.8261015384729307
O_AID_01,团队定期使用模型输入、版本、置信度、解释、人工确认与反馈识别分析与AI辅助决策的主要损失和机会。,"The team routinely uses model inputs, versions, confidence, explanations, human confirmation, and feedback to identify the main losses and opportunities in analytics and AI-assisted decisions.",64,0,2.59375,0.7064049380546094,1.0,4.0,2.4172952966060777,2.7702047033939223
O_AID_02,针对建议不可解释、数据漂移或人员盲目接受的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing recommendations are opaque, data drift occurs, or users accept them blindly are converted into owners, actions, due dates, and measurable targets.",64,0,2.6875,0.7740842003337551,1.0,4.0,2.4941395198935385,2.8808604801064615
