variable,label_zh,label_en,n,missing,mean,std_dev,min,max,ci95_lower,ci95_upper
C_IAM_04,岗位访问与权限出现问题后，通常要等用户投诉或生产受影响才被发现。,Problems with role-based access and permissions are usually detected only after user complaints or production impact.,60,0,3.216666666666667,0.7385663314751767,2.0,5.0,3.025874752064113,3.4074585812692204
C_IAM_05,情景：临时承包商需要有限时、可审计的访问时，关键数据仍能安全传输、缓存或在恢复后补齐。,"Scenario: when a contractor needs time-limited and auditable access, critical data remain securely transmitted, buffered, or backfilled after recovery.",60,0,3.2666666666666666,0.6604227374117244,2.0,5.0,3.0960613829595562,3.437271950373777
C_BUF_01,支撑离线缓存与恢复的链路在正常生产和高负荷时均保持可用。,Connections supporting offline buffering and recovery remain available during normal production and peak load.,60,0,3.3333333333333335,0.6552698154756148,2.0,4.0,3.164059190513764,3.502607476152903
C_BUF_02,团队能查看本地缓存容量、断点续传与恢复验证，并知道链路健康状态和责任人。,"The team can review local buffer capacity, resume transfer, and recovery verification and knows the connection health status and owner.",60,0,3.25,0.7277781371744775,1.0,5.0,3.061994971500992,3.438005028499008
C_BUF_03,出现断网期间数据无法保存或恢复后形成重复时，有明确的告警、临时措施、升级路径和恢复验证。,"When outage data are not retained or are duplicated after recovery occurs, alerts, temporary controls, escalation, and recovery verification are defined.",60,0,3.25,0.7041041910572658,2.0,4.0,3.068110600271774,3.431889399728226
C_BUF_04,离线缓存与恢复出现问题后，通常要等用户投诉或生产受影响才被发现。,Problems with offline buffering and recovery are usually detected only after user complaints or production impact.,60,0,3.25,0.6796060673505359,2.0,4.0,3.0744391366902177,3.4255608633097823
C_BUF_05,情景：计划停网后要验证生产数据完整恢复时，关键数据仍能安全传输、缓存或在恢复后补齐。,"Scenario: when production data must recover completely after planned network work, critical data remain securely transmitted, buffered, or backfilled after recovery.",60,0,3.3,0.6189110173988076,2.0,5.0,3.140118330682257,3.4598816693177428
C_CLK_01,支撑网络时间同步的链路在正常生产和高负荷时均保持可用。,Connections supporting network time synchronisation remain available during normal production and peak load.,60,0,3.2333333333333334,0.7672682483797642,2.0,5.0,3.0351269273768997,3.431539739289767
C_CLK_02,团队能查看NTP/PTP状态、时钟偏差与同步告警，并知道链路健康状态和责任人。,"The team can review NTP/PTP status, clock offset, and synchronisation alarms and knows the connection health status and owner.",60,0,3.3666666666666667,0.8018340558415717,2.0,5.0,3.159530965798767,3.5738023675345665
C_CLK_03,出现不同系统时间相差过大时，有明确的告警、临时措施、升级路径和恢复验证。,"When system clocks differ materially occurs, alerts, temporary controls, escalation, and recovery verification are defined.",60,0,3.3333333333333335,0.7954673856179906,2.0,5.0,3.1278423177832355,3.5388243488834314
C_CLK_04,网络时间同步出现问题后，通常要等用户投诉或生产受影响才被发现。,Problems with network time synchronisation are usually detected only after user complaints or production impact.,60,0,3.3,0.6962368581968814,2.0,5.0,3.1201429478555722,3.4798570521444274
C_CLK_05,情景：需要按秒还原报警、操作与设备动作先后顺序时，关键数据仍能安全传输、缓存或在恢复后补齐。,"Scenario: when alarm, operator action, and equipment response must be reconstructed by second, critical data remain securely transmitted, buffered, or backfilled after recovery.",60,0,3.2666666666666666,0.6604227374117244,2.0,5.0,3.0960613829595562,3.437271950373777
C_SEC_01,支撑连接层网络安全的链路在正常生产和高负荷时均保持可用。,Connections supporting connectivity-layer cybersecurity remain available during normal production and peak load.,60,0,3.2666666666666666,0.6604227374117244,2.0,5.0,3.0960613829595562,3.437271950373777
C_SEC_02,团队能查看分区分域、白名单、补丁、备份与异常流量记录，并知道链路健康状态和责任人。,"The team can review segmentation, allowlists, patches, backups, and anomalous-traffic records and knows the connection health status and owner.",60,0,3.35,0.7089022308339535,2.0,5.0,3.1668711351671233,3.533128864832877
C_SEC_03,出现远程接入失控、弱口令或网络边界不清时，有明确的告警、临时措施、升级路径和恢复验证。,"When uncontrolled remote access, weak credentials, or unclear boundaries occurs, alerts, temporary controls, escalation, and recovery verification are defined.",60,0,3.3666666666666667,0.7356921488320419,2.0,5.0,3.1766172321718997,3.5567161011614337
C_SEC_04,连接层网络安全出现问题后，通常要等用户投诉或生产受影响才被发现。,Problems with connectivity-layer cybersecurity are usually detected only after user complaints or production impact.,60,0,3.216666666666667,0.7152495514881186,1.0,5.0,3.0318981150398012,3.4014352182935323
I_INT_01,系统接口与互操作所需的PLC/DCS、SCADA、MES、ERP、QMS和CMMS接口记录可以通过稳定接口或受控流程关联。,"Plc/dcs, scada, mes, erp, qms, and cmms interface records required for system interfaces and interoperability can be linked through stable interfaces or controlled workflows.",60,0,2.95,0.7685557664227723,1.0,4.0,2.751460992864712,3.1485390071352883
I_INT_02,不同班组和部门对系统接口与互操作使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for system interfaces and interoperability.",60,0,2.783333333333333,0.8044719642367518,1.0,5.0,2.5755161884680375,2.991150478198629
I_INT_03,一线人员能从系统接口与互操作结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from system interfaces and interoperability results to source data rather than seeing only totals.,60,0,2.8,0.8192596906219457,1.0,5.0,2.588362780336528,3.0116372196634718
I_INT_04,出现接口中断、重复录入或字段含义不一致时，责任人、处理时限、验证证据和关闭条件清楚。,"When interface failure, duplicate entry, or inconsistent field meaning occurs, owners, due times, verification evidence, and closure criteria are clear.",60,0,2.85,0.7324211069911227,1.0,5.0,2.660795565214775,3.0392044347852254
I_INT_05,围绕系统接口与互操作仍经常依靠人工复制、微信群/邮件或个人表格传递。,"System interfaces and interoperability still often depends on manual copying, messaging/email, or personal spreadsheets.",60,0,2.7666666666666666,0.6207340287621397,2.0,4.0,2.6063140635769253,2.927019269756408
I_INT_06,情景：一个系统升级后上下游数据交换异常时，相关人员能在同一事实基础上协同处理。,"Scenario: when an upstream or downstream exchange fails after a system upgrade, relevant staff can collaborate from one shared set of facts.",60,0,2.783333333333333,0.7611691868917491,1.0,4.0,2.586702482027831,2.9799641846388356
I_MDM_01,主数据与编码标准所需的设备、产品、物料、工单、批次与缺陷代码可以通过稳定接口或受控流程关联。,"Asset, product, material, work-order, batch, and defect codes required for master data and coding standards can be linked through stable interfaces or controlled workflows.",60,0,2.9166666666666665,0.7656096865181341,2.0,5.0,2.7188887126712573,3.1144446206620757
I_MDM_02,不同班组和部门对主数据与编码标准使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for master data and coding standards.",60,0,2.85,0.7324211069911228,1.0,5.0,2.660795565214775,3.0392044347852254
I_MDM_03,一线人员能从主数据与编码标准结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from master data and coding standards results to source data rather than seeing only totals.,60,0,2.783333333333333,0.7831199372753781,1.0,5.0,2.5810320019176825,2.985634664748984
I_MDM_04,出现同一对象多套名称或编码重复时，责任人、处理时限、验证证据和关闭条件清楚。,"When one object has multiple names or duplicate codes occurs, owners, due times, verification evidence, and closure criteria are clear.",60,0,2.683333333333333,0.7008872504569528,1.0,4.0,2.502274957482232,2.864391709184434
I_MDM_05,围绕主数据与编码标准仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Master data and coding standards still often depends on manual copying, messaging/email, or personal spreadsheets.",60,0,2.933333333333333,0.8206377566768518,1.0,5.0,2.7213401214591966,3.1453265452074697
I_MDM_06,情景：跨部门合并数据时发现同一设备名称不同时，相关人员能在同一事实基础上协同处理。,"Scenario: when cross-functional data cannot merge because an asset has different names, relevant staff can collaborate from one shared set of facts.",60,0,2.783333333333333,0.7385663314751767,1.0,5.0,2.5925414187307796,2.974125247935887
I_TRC_01,批次/工单/产品追溯所需的人员、设备、物料、参数、检验与结果链路可以通过稳定接口或受控流程关联。,"Links among people, assets, materials, parameters, inspections, and results required for batch, work-order, and product traceability can be linked through stable interfaces or controlled workflows.",60,0,2.8833333333333333,0.6911465950282971,2.0,5.0,2.704791235600414,3.0618754310662526
I_TRC_02,不同班组和部门对批次/工单/产品追溯使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for batch, work-order, and product traceability.",60,0,2.816666666666667,0.8334463200240204,1.0,5.0,2.601364652021311,3.031968681312023
I_TRC_03,一线人员能从批次/工单/产品追溯结果逐级查看来源数据，而不是只看到汇总数字。,"Frontline staff can drill from batch, work-order, and product traceability results to source data rather than seeing only totals.",60,0,2.8,0.7767817135518026,1.0,5.0,2.599336005391979,3.0006639946080207
I_TRC_04,出现异常无法追到具体时间、批次或设备时，责任人、处理时限、验证证据和关闭条件清楚。,"When an exception cannot be traced to a specific time, batch, or asset occurs, owners, due times, verification evidence, and closure criteria are clear.",60,0,2.8333333333333335,0.762837403353298,1.0,4.0,2.636271536019184,3.030395130647483
I_TRC_05,围绕批次/工单/产品追溯仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Batch, work-order, and product traceability still often depends on manual copying, messaging/email, or personal spreadsheets.",60,0,2.95,0.8522154577574136,1.0,5.0,2.7298494029443945,3.170150597055606
I_TRC_06,情景：客户投诉后需要在限定时间内完成正反向追溯时，相关人员能在同一事实基础上协同处理。,"Scenario: when forward and backward traceability must be completed within a deadline, relevant staff can collaborate from one shared set of facts.",60,0,2.7,0.6962368581968814,1.0,4.0,2.5201429478555726,2.8798570521444278
I_SHR_01,数据共享与可用性所需的共享数据集、授权目录、刷新频率与责任人可以通过稳定接口或受控流程关联。,"Shared datasets, authorised catalogues, refresh frequency, and owners required for data sharing and usability can be linked through stable interfaces or controlled workflows.",60,0,2.8666666666666667,0.8726866109342774,1.0,5.0,2.641227809989295,3.0921055233440384
I_SHR_02,不同班组和部门对数据共享与可用性使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for data sharing and usability.",60,0,3.0,0.8025383458814721,1.0,5.0,2.792682361722525,3.207317638277475
I_SHR_03,一线人员能从数据共享与可用性结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from data sharing and usability results to source data rather than seeing only totals.,60,0,2.8,0.6839565850033842,1.0,4.0,2.623315278808907,2.9766847211910927
I_SHR_04,出现部门各自维护副本且更新不同步时，责任人、处理时限、验证证据和关闭条件清楚。,"When departments maintain unsynchronised copies occurs, owners, due times, verification evidence, and closure criteria are clear.",60,0,2.783333333333333,0.7385663314751767,1.0,5.0,2.5925414187307796,2.974125247935887
I_SHR_05,围绕数据共享与可用性仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Data sharing and usability still often depends on manual copying, messaging/email, or personal spreadsheets.",60,0,2.933333333333333,0.7782350014707153,1.0,4.0,2.732293914646659,3.134372752020007
I_SHR_06,情景：生产与质量会议使用的数字不一致时，相关人员能在同一事实基础上协同处理。,"Scenario: when production and quality meetings use different figures, relevant staff can collaborate from one shared set of facts.",60,0,2.933333333333333,0.7561424551163481,2.0,5.0,2.7380010245401962,3.12866564212647
I_VIS_01,看板与可视化所需的岗位看板、趋势、分层指标与异常钻取可以通过稳定接口或受控流程关联。,"Role-based dashboards, trends, tiered kpis, and exception drill-down required for dashboards and visualisation can be linked through stable interfaces or controlled workflows.",60,0,2.8833333333333333,0.761169186891749,2.0,5.0,2.686702482027831,3.0799641846388357
I_VIS_02,不同班组和部门对看板与可视化使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for dashboards and visualisation.",60,0,2.75,0.7729538324626148,1.0,4.0,2.550324851932571,2.949675148067429
I_VIS_03,一线人员能从看板与可视化结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from dashboards and visualisation results to source data rather than seeing only totals.,60,0,2.8,0.7983032854706413,1.0,4.0,2.5937763938355594,3.0062236061644403
I_VIS_04,出现看板信息过多、口径不明或无法定位原因时，责任人、处理时限、验证证据和关闭条件清楚。,"When dashboards overload users, obscure definitions, or prevent root-cause drill-down occurs, owners, due times, verification evidence, and closure criteria are clear.",60,0,2.8666666666666667,0.8726866109342774,1.0,5.0,2.641227809989295,3.0921055233440384
I_VIS_05,围绕看板与可视化仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Dashboards and visualisation still often depends on manual copying, messaging/email, or personal spreadsheets.",60,0,2.85,0.7324211069911228,2.0,5.0,2.660795565214775,3.0392044347852254
I_VIS_06,情景：班组长需在五分钟内判断当班首要损失时，相关人员能在同一事实基础上协同处理。,"Scenario: when a team leader must identify the shift's largest loss within five minutes, relevant staff can collaborate from one shared set of facts.",60,0,2.8,0.7767817135518025,1.0,4.0,2.599336005391979,3.0006639946080207
I_HMI_01,HMI/SCADA使用体验所需的画面层级、报警、操作步骤与响应时间可以通过稳定接口或受控流程关联。,"Screen hierarchy, alarms, operating steps, and response time required for HMI/SCADA usability can be linked through stable interfaces or controlled workflows.",60,0,2.8666666666666667,0.7911944770819448,1.0,5.0,2.662279460437101,3.071053872896232
I_HMI_02,不同班组和部门对HMI/SCADA使用体验使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for HMI/SCADA usability.",60,0,2.816666666666667,0.7476894729916952,1.0,5.0,2.62351799470469,3.009815338628644
I_HMI_03,一线人员能从HMI/SCADA使用体验结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from HMI/SCADA usability results to source data rather than seeing only totals.,60,0,2.8666666666666667,0.6756457467795108,1.0,4.0,2.6921288626434845,3.041204470689849
I_HMI_04,出现画面难找、操作易错或报警泛滥时，责任人、处理时限、验证证据和关闭条件清楚。,"When screens are hard to find, actions are error-prone, or alarms flood users occurs, owners, due times, verification evidence, and closure criteria are clear.",60,0,2.783333333333333,0.6911465950282972,1.0,4.0,2.604791235600414,2.9618754310662525
I_HMI_05,围绕HMI/SCADA使用体验仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Hmi/scada usability still often depends on manual copying, messaging/email, or personal spreadsheets.",60,0,2.966666666666667,0.7122812876724768,1.0,4.0,2.782664898891565,3.1506684344417684
I_HMI_06,情景：新员工在异常时需要快速找到正确画面和SOP时，相关人员能在同一事实基础上协同处理。,"Scenario: when a new worker must quickly find the correct screen and SOP during an exception, relevant staff can collaborate from one shared set of facts.",60,0,2.85,0.7988338958884625,1.0,4.0,2.643639322629887,3.056360677370113
I_EXC_01,异常闭环工作流所需的发现、分级、指派、措施、验证与关闭记录可以通过稳定接口或受控流程关联。,"Detection, classification, assignment, action, verification, and closure records required for exception-closure workflow can be linked through stable interfaces or controlled workflows.",60,0,2.95,0.7231053560389409,1.0,5.0,2.7632020788674856,3.1367979211325148
I_EXC_02,不同班组和部门对异常闭环工作流使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for exception-closure workflow.",60,0,2.9166666666666665,0.8086747196864058,1.0,5.0,2.707763834944722,3.125569498388611
I_EXC_03,一线人员能从异常闭环工作流结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from exception-closure workflow results to source data rather than seeing only totals.,60,0,2.8,0.7083042533080239,1.0,4.0,2.6170256091421735,2.982974390857826
I_EXC_04,出现异常无人接单、重复发生或关闭无证据时，责任人、处理时限、验证证据和关闭条件清楚。,"When exceptions lack owners, recur, or close without evidence occurs, owners, due times, verification evidence, and closure criteria are clear.",60,0,2.9166666666666665,0.6960339624157418,2.0,4.0,2.736862028060331,3.096471305273002
I_EXC_05,围绕异常闭环工作流仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Exception-closure workflow still often depends on manual copying, messaging/email, or personal spreadsheets.",60,0,2.6666666666666665,0.8570083295022041,1.0,4.0,2.445277939550614,2.888055393782719
I_EXC_06,情景：同类停机在一周内重复发生，需要确认措施是否有效时，相关人员能在同一事实基础上协同处理。,"Scenario: when the same stop recurs within a week and action effectiveness must be checked, relevant staff can collaborate from one shared set of facts.",60,0,2.8333333333333335,0.7170246117012375,1.0,4.0,2.648106235030072,3.018560431636595
I_HDO_01,交接班与知识传递所需的未结异常、临时措施、风险与后续责任人可以通过稳定接口或受控流程关联。,"Open exceptions, temporary controls, risks, and next owners required for shift handover and knowledge transfer can be linked through stable interfaces or controlled workflows.",60,0,2.783333333333333,0.6402241838994506,2.0,5.0,2.617945889287437,2.948720777379229
I_HDO_02,不同班组和部门对交接班与知识传递使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for shift handover and knowledge transfer.",60,0,2.8333333333333335,0.8470620545708475,1.0,4.0,2.6145140014854444,3.0521526651812225
I_HDO_03,一线人员能从交接班与知识传递结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from shift handover and knowledge transfer results to source data rather than seeing only totals.,60,0,2.7333333333333334,0.7782350014707152,1.0,4.0,2.5322939146466594,2.9343727520200074
I_HDO_04,出现口头交接遗漏关键风险或历史信息时，责任人、处理时限、验证证据和关闭条件清楚。,"When verbal handover omits critical risks or history occurs, owners, due times, verification evidence, and closure criteria are clear.",60,0,2.9,0.729522713718023,1.0,5.0,2.711544299591471,3.0884557004085287
I_HDO_05,围绕交接班与知识传递仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Shift handover and knowledge transfer still often depends on manual copying, messaging/email, or personal spreadsheets.",60,0,2.8666666666666667,0.8329377592200172,1.0,4.0,2.6514960272077395,3.081837306125594
I_HDO_06,情景：夜班遗留问题需由白班继续处理时，相关人员能在同一事实基础上协同处理。,"Scenario: when an unresolved night-shift issue must transfer to day shift, relevant staff can collaborate from one shared set of facts.",60,0,2.8333333333333335,0.7628374033532979,1.0,4.0,2.636271536019184,3.030395130647483
I_COL_01,跨部门协同所需的生产、设备、工艺、质量、能源与IT协同记录可以通过稳定接口或受控流程关联。,"Production, maintenance, process, quality, energy, and it collaboration records required for cross-functional collaboration can be linked through stable interfaces or controlled workflows.",60,0,2.783333333333333,0.7611691868917491,1.0,4.0,2.586702482027831,2.9799641846388356
I_COL_02,不同班组和部门对跨部门协同使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for cross-functional collaboration.",60,0,2.95,0.7903013799725017,2.0,4.0,2.7458435052179717,3.1541564947820286
I_COL_03,一线人员能从跨部门协同结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from cross-functional collaboration results to source data rather than seeing only totals.,60,0,2.966666666666667,0.7804098589988461,2.0,5.0,2.7650654227056792,3.1682679106276543
I_COL_04,出现信息来回确认、责任边界模糊或响应慢时，责任人、处理时限、验证证据和关闭条件清楚。,"When repeated confirmation, unclear accountability, or slow response occurs, owners, due times, verification evidence, and closure criteria are clear.",60,0,2.816666666666667,0.7917298517752697,1.0,4.0,2.612141158488561,3.0211921748447725
I_COL_05,围绕跨部门协同仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Cross-functional collaboration still often depends on manual copying, messaging/email, or personal spreadsheets.",60,0,2.9166666666666665,0.7656096865181341,2.0,5.0,2.7188887126712573,3.1144446206620757
I_COL_06,情景：质量异常同时涉及设备、工艺和原料时，相关人员能在同一事实基础上协同处理。,"Scenario: when a quality exception simultaneously involves equipment, process, and material, relevant staff can collaborate from one shared set of facts.",60,0,2.9166666666666665,0.7656096865181342,1.0,4.0,2.7188887126712573,3.1144446206620757
I_SIL_01,数据孤岛与统一语义所需的数据目录、血缘、接口、指标定义与版本可以通过稳定接口或受控流程关联。,"Data catalogue, lineage, interfaces, kpi definitions, and versions required for data silos and common semantics can be linked through stable interfaces or controlled workflows.",60,0,3.0,0.7364596943186587,1.0,4.0,2.8097522874810457,3.1902477125189543
I_SIL_02,不同班组和部门对数据孤岛与统一语义使用一致的名称、单位、状态和版本。,"Shifts and departments use consistent names, units, statuses, and versions for data silos and common semantics.",60,0,2.816666666666667,0.650727537210172,2.0,4.0,2.648565918747445,2.984767414585889
I_SIL_03,一线人员能从数据孤岛与统一语义结果逐级查看来源数据，而不是只看到汇总数字。,Frontline staff can drill from data silos and common semantics results to source data rather than seeing only totals.,60,0,2.716666666666667,0.8653727846986957,1.0,5.0,2.493117171649973,2.9402161616833604
I_SIL_04,出现局部系统无法合并、来源不明或版本冲突时，责任人、处理时限、验证证据和关闭条件清楚。,"When local systems cannot merge, sources are unclear, or versions conflict occurs, owners, due times, verification evidence, and closure criteria are clear.",60,0,2.8833333333333333,0.7385663314751766,1.0,4.0,2.6925414187307797,3.074125247935887
I_SIL_05,围绕数据孤岛与统一语义仍经常依靠人工复制、微信群/邮件或个人表格传递。,"Data silos and common semantics still often depends on manual copying, messaging/email, or personal spreadsheets.",60,0,2.9,0.6297699337786185,2.0,4.0,2.737313175128422,3.062686824871578
O_APC_01,团队定期使用控制回路绩效、设定值、约束与调整记录识别先进控制与参数优化的主要损失和机会。,"The team routinely uses control-loop performance, setpoints, constraints, and adjustment records to identify the main losses and opportunities in advanced control and parameter optimisation.",60,0,2.8833333333333333,0.8044719642367519,1.0,5.0,2.6755161884680376,3.091150478198629
O_APC_02,针对超调、振荡、频繁手动干预或参数漂移的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing overshoot, oscillation, frequent manual intervention, or parameter drift are converted into owners, actions, due dates, and measurable targets.",60,0,2.9833333333333334,0.9111673768855889,1.0,4.0,2.7479538407261335,3.2187128259405333
O_APC_03,先进控制与参数优化措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for advanced control and parameter optimisation, the team uses a like-for-like baseline to standardise, revise, or stop it.",60,0,2.8666666666666667,0.8329377592200172,1.0,5.0,2.6514960272077395,3.081837306125594
O_APC_04,先进控制与参数优化主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Advanced control and parameter optimisation mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",60,0,2.716666666666667,0.7385663314751768,1.0,4.0,2.525874752064113,2.9074585812692204
O_APC_05,情景：关键温度波动扩大并影响质量稳定性时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when critical temperature variation increases and affects quality stability, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",60,0,2.7666666666666666,0.7448504949901058,1.0,4.0,2.5742513804892213,2.959081952844112
O_PDM_01,团队定期使用健康指标、故障模式、预警、工单与维修结果识别状态与预测性维护的主要损失和机会。,"The team routinely uses health indicators, failure modes, alerts, work orders, and maintenance outcomes to identify the main losses and opportunities in condition-based and predictive maintenance.",60,0,2.85,0.7324211069911228,1.0,5.0,2.660795565214775,3.0392044347852254
O_PDM_02,针对误报过多、预警无行动或故障后才维修的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing excessive false alerts, alerts without action, or repair only after failure are converted into owners, actions, due dates, and measurable targets.",60,0,2.933333333333333,0.634239613242227,1.0,4.0,2.769491867820584,3.097174798846082
O_PDM_03,状态与预测性维护措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for condition-based and predictive maintenance, the team uses a like-for-like baseline to standardise, revise, or stop it.",60,0,2.8,0.8596412337989945,1.0,4.0,2.5779311215822407,3.022068878417759
O_PDM_04,状态与预测性维护主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Condition-based and predictive maintenance mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",60,0,2.8333333333333335,0.6422066478409215,1.0,4.0,2.6674337645467006,2.9992329021199664
O_PDM_05,情景：振动趋势持续上升但设备尚未故障时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when vibration rises steadily before functional failure, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",60,0,2.8333333333333335,0.8060505654884772,1.0,4.0,2.625108392522873,3.041558274143794
O_QAN_01,团队定期使用SPC、Pareto、能力指数、缺陷关联与验证记录识别质量分析与过程能力的主要损失和机会。,"The team routinely uses SPC, Pareto, capability indices, defect associations, and validation records to identify the main losses and opportunities in quality analytics and process capability.",60,0,2.816666666666667,0.7917298517752697,1.0,4.0,2.612141158488561,3.0211921748447725
O_QAN_02,针对只看最终检验、不能定位过程原因的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing only final inspection is reviewed and process causes remain unknown are converted into owners, actions, due dates, and measurable targets.",60,0,2.95,0.7903013799725018,1.0,4.0,2.7458435052179717,3.1541564947820286
O_QAN_03,质量分析与过程能力措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for quality analytics and process capability, the team uses a like-for-like baseline to standardise, revise, or stop it.",60,0,2.8,0.7983032854706413,1.0,4.0,2.5937763938355594,3.0062236061644403
O_QAN_04,质量分析与过程能力主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Quality analytics and process capability mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",60,0,3.0166666666666666,0.7246662976417857,1.0,4.0,2.829465511560035,3.203867821773298
O_QAN_05,情景：缺陷率上升但不同参数可能共同影响结果时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when defect rate rises while several parameters may jointly affect the outcome, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",60,0,2.85,0.8986807657027427,1.0,5.0,2.6178461411008986,3.0821538588991015
O_EOP_01,团队定期使用单位能耗、峰谷、基线、泄漏与节能验证识别能源优化的主要损失和机会。,"The team routinely uses unit energy, peaks, baselines, leakage, and savings verification to identify the main losses and opportunities in energy optimisation.",60,0,2.816666666666667,0.7700245795475265,1.0,5.0,2.6177482248667827,3.015585108466551
O_EOP_02,针对只看总表、缺少分项基线或节能后未验证的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing only total meters are used, sub-baselines are missing, or savings are unverified are converted into owners, actions, due dates, and measurable targets.",60,0,2.8666666666666667,0.8530437361701974,1.0,5.0,2.6463021026084177,3.0870312307249157
O_EOP_03,能源优化措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for energy optimisation, the team uses a like-for-like baseline to standardise, revise, or stop it.",60,0,2.816666666666667,0.7008872504569528,1.0,4.0,2.635608290815566,2.997725042517768
O_EOP_04,能源优化主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Energy optimisation mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",60,0,2.8666666666666667,0.7002824288999323,1.0,4.0,2.685764532791322,3.0475688005420114
O_EOP_05,情景：蒸汽消耗上升但产量和产品结构也发生变化时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when steam use rises while output and product mix also change, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",60,0,2.9,0.705907277725455,1.0,4.0,2.7176448135943185,3.0823551864056813
O_SCH_01,团队定期使用订单、能力、切换时间、等待、在制品与装卸记录识别排产、换线与物流优化的主要损失和机会。,"The team routinely uses orders, capacity, changeover time, waiting, WIP, and loading records to identify the main losses and opportunities in scheduling, changeover, and logistics optimisation.",60,0,2.8833333333333333,0.7152495514881185,1.0,4.0,2.6985647817064677,3.068101884960199
O_SCH_02,针对频繁插单、等待或局部最优造成整体延误的建议会转化为责任人、措施、时限和可量化目标。,"Recommendations addressing rush jobs, waiting, or local optimisation cause system-wide delay are converted into owners, actions, due dates, and measurable targets.",60,0,2.85,0.7089022308339537,2.0,5.0,2.6668711351671233,3.033128864832877
O_SCH_03,排产、换线与物流优化措施实施后，会用同口径基线检查效果并决定标准化、修正或停止。,"After an action for scheduling, changeover, and logistics optimisation, the team uses a like-for-like baseline to standardise, revise, or stop it.",60,0,2.75,0.7277781371744775,1.0,4.0,2.561994971500992,2.938005028499008
O_SCH_04,排产、换线与物流优化主要依靠个人经验临时调整，较少保留前后对比和回退条件。,"Scheduling, changeover, and logistics optimisation mainly relies on ad hoc personal judgement, with little before-after evidence or rollback criteria.",60,0,2.816666666666667,0.7700245795475265,1.0,5.0,2.6177482248667827,3.015585108466551
O_SCH_05,情景：订单优先级突变且多个工序能力受限时，数据或模型建议会经过人员确认、安全边界检查和结果复核。,"Scenario: when order priority changes abruptly while several processes are capacity constrained, data or model advice is subject to human confirmation, safety-boundary checks, and outcome review.",60,0,2.933333333333333,0.8410378307593313,1.0,4.0,2.7160702235145444,3.150596443152122
