schema_version,submission_id,submitted_at_utc,dynamic_question_ids,project_code,company_name,company_size,employee_count,industry,production_type,line_name,region,pain_points,current_systems,automation_level,pilot_scope,profile_owner,respondent_code,role,department,shift,years_experience,tenure_current_position,education_level,digital_exposure_years,digital_tool_frequency,participated_digital_project,training_hours_12m,decision_involvement,P_EQS_01,P_EQS_02,P_EQS_03,P_EQS_04,P_EQS_05,P_EQS_06,P_EQS_07,P_PRM_01,P_PRM_02,P_PRM_03,P_PRM_04,P_PRM_05,P_PRM_06,P_PRM_07,P_SEN_01,P_SEN_02,P_SEN_03,P_SEN_04,P_SEN_05,P_SEN_06,P_SEN_07,P_CAL_01,P_CAL_02,P_CAL_03,P_CAL_04,P_CAL_05,P_CAL_06,P_CAL_07,P_ACC_01,P_ACC_02,P_ACC_03,P_ACC_04,P_ACC_05,P_ACC_06,P_ACC_07,P_CMP_01,P_CMP_02,P_CMP_03,P_CMP_04,P_CMP_05,P_CMP_06,P_CMP_07,P_TIM_01,P_TIM_02,P_TIM_03,P_TIM_04,P_TIM_05,P_TIM_06,P_TIM_07,P_ENE_01,P_ENE_02,P_ENE_03,P_ENE_04,P_ENE_05,P_ENE_06,P_ENE_07,P_QLT_01,P_QLT_02,P_QLT_03,P_QLT_04,P_QLT_05,P_QLT_06,P_QLT_07,P_ACS_01,P_ACS_02,P_ACS_03,P_ACS_04,P_ACS_05,P_ACS_06,ATTN_P_01,C_NET_01,C_NET_02,C_NET_03,C_NET_04,C_NET_05,C_REL_01,C_REL_02,C_REL_03,C_REL_04,C_REL_05,C_LAT_01,C_LAT_02,C_LAT_03,C_LAT_04,C_LAT_05,C_LOS_01,C_LOS_02,C_LOS_03,C_LOS_04,C_LOS_05,C_PRT_01,C_PRT_02,C_PRT_03,C_PRT_04,C_PRT_05,C_EDG_01,C_EDG_02,C_EDG_03,C_EDG_04,C_EDG_05,C_IAM_01,C_IAM_02,C_IAM_03,C_IAM_04,C_IAM_05,C_BUF_01,C_BUF_02,C_BUF_03,C_BUF_04,C_BUF_05,C_CLK_01,C_CLK_02,C_CLK_03,C_CLK_04,C_CLK_05,C_SEC_01,C_SEC_02,C_SEC_03,C_SEC_04,ATTN_C_01,I_INT_01,I_INT_02,I_INT_03,I_INT_04,I_INT_05,I_INT_06,I_MDM_01,I_MDM_02,I_MDM_03,I_MDM_04,I_MDM_05,I_MDM_06,I_TRC_01,I_TRC_02,I_TRC_03,I_TRC_04,I_TRC_05,I_TRC_06,I_SHR_01,I_SHR_02,I_SHR_03,I_SHR_04,I_SHR_05,I_SHR_06,I_VIS_01,I_VIS_02,I_VIS_03,I_VIS_04,I_VIS_05,I_VIS_06,I_HMI_01,I_HMI_02,I_HMI_03,I_HMI_04,I_HMI_05,I_HMI_06,I_EXC_01,I_EXC_02,I_EXC_03,I_EXC_04,I_EXC_05,I_EXC_06,I_HDO_01,I_HDO_02,I_HDO_03,I_HDO_04,I_HDO_05,I_HDO_06,I_COL_01,I_COL_02,I_COL_03,I_COL_04,I_COL_05,I_COL_06,I_SIL_01,I_SIL_02,I_SIL_03,I_SIL_04,I_SIL_05,ATTN_I_01,O_APC_01,O_APC_02,O_APC_03,O_APC_04,O_APC_05,O_PDM_01,O_PDM_02,O_PDM_03,O_PDM_04,O_PDM_05,O_QAN_01,O_QAN_02,O_QAN_03,O_QAN_04,O_QAN_05,O_EOP_01,O_EOP_02,O_EOP_03,O_EOP_04,O_EOP_05,O_SCH_01,O_SCH_02,O_SCH_03,O_SCH_04,O_SCH_05,O_AID_01,O_AID_02,O_AID_03,O_AID_04,O_AID_05,O_PDC_01,O_PDC_02,O_PDC_03,O_PDC_04,O_PDC_05,O_ALM_01,O_ALM_02,O_ALM_03,O_ALM_04,O_ALM_05,O_SIM_01,O_SIM_02,O_SIM_03,O_SIM_04,O_SIM_05,O_BEN_01,O_BEN_02,O_BEN_03,O_BEN_04,ATTN_O_01,H_TRN_01,H_TRN_02,H_TRN_03,H_TRN_04,H_TRN_05,H_SKL_01,H_SKL_02,H_SKL_03,H_SKL_04,H_SKL_05,H_MGT_01,H_MGT_02,H_MGT_03,H_MGT_04,H_MGT_05,H_INC_01,H_INC_02,H_INC_03,H_INC_04,H_INC_05,H_CHG_01,H_CHG_02,H_CHG_03,H_CHG_04,H_CHG_05,H_HMT_01,H_HMT_02,H_HMT_03,H_HMT_04,ATTN_H_01,PERF_QUALITY,PERF_COST,PERF_EFF,PERF_FLEX,BARR_01,BARR_02,BARR_03,BARR_04,BARR_05,BARR_06,BAR_MULTI_01,BAR_MULTI_02,BAR_MULTI_03,BAR_RANK_01,BAR_RANK_02,BAR_RANK_03,BAR_RANK_04,OPEN_01,OPEN_02,OPEN_03
3.0.0,585a7a4434944fda9ce5cf3156591bfd,2026-06-11T09:45:13.400597+00:00,,DISC-PILOT-01,匿名装备制造企业,small,76,machinery,job_shop,机加工与装配单元,North China,quality_defects|schedule_changeover|manual_records|collaboration,paper|excel|plc,local,三台关键加工设备和一个装配班组,生产主管,SYN-023,process,生产3组,rotating,3,3,college,7,daily,no,28,suggest,3,2,2,2,4,3,3,3,3,2,2,4,2,4,3,2,3,3,4,2,2,2,3,2,3,5,2,2,2,2,2,3,4,1,2,2,3,2,3,4,2,2,3,3,2,2,4,2,2,3,2,3,3,4,3,3,3,2,2,2,4,2,3,2,2,2,3,3,1,4,3,3,3,2,3,2,3,3,3,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,4,4,3,3,2,3,3,3,3,3,3,2,3,3,4,3,3,3,2,3,3,3,4,2,3,4,3,3,3,3,3,3,2,4,2,3,3,2,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,2,4,3,2,4,3,3,2,3,3,3,3,2,2,3,3,4,3,3,3,2,3,3,1,3,3,3,2,4,4,4,4,4,2,4,4,4,4,3,5,3,4,3,3,3,3,4,4,2,3,4,4,4,2,4,3,3,4,2,4,4,4,3,2,4,3,3,3,3,3,3,3,3,2,3,5,5,4,3,4,3,3,3,2,3,4,3,3,3,4,3,4,3,3,3,3,4,4,2,4,3,3,4,3,3,4,4,2,2,4,4,3,3,3,3,4,3,3,3,4,budget|sensor_gap|legacy_assets,monitoring|maintenance|quality,training|time|expert,budget>sensor_gap>legacy_assets>network>data_quality,P_sensor>P_quality>C_network>C_edge>I_mapping,availability>quality>energy>throughput>flexibility,pilot_scope>baseline>owner>frontline>reuse,设备、质量、节拍和跨班组信息影响当前稳定运行。,先补齐关键测点、统一记录口径并减少重复录入。,本记录为 PCIO Toolkit 合成示例，仅供参考。
3.0.0,f5f45f6c6ff24cf593764e66e24bb54c,2026-06-11T09:45:13.401476+00:00,,DISC-PILOT-01,匿名装备制造企业,small,76,machinery,job_shop,机加工与装配单元,North China,quality_defects|schedule_changeover|manual_records|collaboration,paper|excel|plc,local,三台关键加工设备和一个装配班组,生产主管,SYN-024,team_lead,生产4组,regular,4,4,college,8,daily,no,29,suggest,4,5,3,4,3,4,3,4,5,4,4,2,4,5,4,4,4,4,2,4,4,5,4,4,5,3,4,3,4,4,5,4,2,4,5,4,4,4,4,2,4,4,5,4,4,4,2,4,4,5,4,4,3,3,5,4,4,4,3,3,1,4,5,5,4,4,4,2,4,4,4,2,2,4,2,3,3,2,3,3,2,4,3,4,3,2,3,4,2,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,4,3,3,2,3,4,2,3,2,3,3,4,3,3,3,4,2,3,1,2,4,2,3,2,2,1,4,2,2,2,3,2,4,2,3,2,2,3,3,2,2,2,3,3,4,2,2,2,2,2,4,3,2,3,2,1,4,2,2,2,2,3,4,2,2,3,3,3,3,2,2,3,3,2,4,4,3,3,3,3,4,3,3,3,3,2,3,2,2,2,3,2,2,4,3,3,3,4,3,2,3,3,3,3,3,2,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,2,3,4,3,4,3,3,4,3,3,4,4,3,4,3,3,3,4,2,4,3,3,2,3,3,3,4,3,3,4,4,4,3,4,3,3,3,3,3,3,budget|sensor_gap|legacy_assets,monitoring|maintenance|quality,training|time|expert,budget>sensor_gap>legacy_assets>network>data_quality,P_sensor>P_quality>C_network>C_edge>I_mapping,availability>quality>energy>throughput>flexibility,pilot_scope>baseline>owner>frontline>reuse,设备、质量、节拍和跨班组信息影响当前稳定运行。,先补齐关键测点、统一记录口径并减少重复录入。,本记录为 PCIO Toolkit 合成示例，仅供参考。
3.0.0,9a4914cfa62c42ca9e9c1717745cee7d,2026-06-11T09:45:13.402482+00:00,,DISC-PILOT-01,匿名装备制造企业,small,76,machinery,job_shop,机加工与装配单元,North China,quality_defects|schedule_changeover|manual_records|collaboration,paper|excel|plc,local,三台关键加工设备和一个装配班组,生产主管,SYN-025,automation,生产1组,day,5,5,college,1,daily,yes,6,suggest,2,3,2,2,4,2,3,2,2,2,2,3,3,1,3,2,2,2,3,2,3,3,2,3,2,4,2,3,2,3,3,2,4,2,3,1,3,3,3,4,2,2,3,3,2,2,4,3,3,2,3,2,2,3,3,3,2,3,3,3,4,3,3,2,3,2,3,4,3,4,2,3,2,3,3,2,3,3,3,4,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,4,2,3,2,3,3,3,2,1,2,4,3,2,2,2,3,2,3,4,2,4,4,3,2,3,3,3,2,3,2,2,3,3,2,3,3,3,4,4,2,3,2,2,3,4,3,1,2,3,3,4,2,3,3,3,2,3,3,3,2,3,2,3,3,3,2,3,3,3,2,3,2,2,2,4,2,3,2,2,2,4,4,3,2,2,3,2,3,3,3,4,2,2,2,2,4,2,2,2,2,3,3,3,3,2,4,3,4,3,3,3,3,3,3,3,3,3,2,3,3,4,3,2,2,3,4,2,3,2,2,4,4,2,2,2,3,2,2,2,2,4,2,2,1,2,4,2,1,2,3,3,2,2,4,2,3,2,3,2,2,4,4,3,3,3,3,3,3,3,3,3,3,budget|sensor_gap|legacy_assets,monitoring|maintenance|quality,training|time|expert,budget>sensor_gap>legacy_assets>network>data_quality,P_sensor>P_quality>C_network>C_edge>I_mapping,availability>quality>energy>throughput>flexibility,pilot_scope>baseline>owner>frontline>reuse,设备、质量、节拍和跨班组信息影响当前稳定运行。,先补齐关键测点、统一记录口径并减少重复录入。,本记录为 PCIO Toolkit 合成示例，仅供参考。
3.0.0,28cadfa08e7a4e74922e797abfd547ed,2026-06-11T09:45:13.403318+00:00,,DISC-PILOT-01,匿名装备制造企业,small,76,machinery,job_shop,机加工与装配单元,North China,quality_defects|schedule_changeover|manual_records|collaboration,paper|excel|plc,local,三台关键加工设备和一个装配班组,生产主管,SYN-026,operator,生产2组,night,6,6,college,2,daily,no,7,approve_local,3,2,3,2,3,3,2,2,3,3,3,3,2,2,3,3,2,3,4,3,3,2,3,2,4,4,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,4,3,2,3,3,4,2,3,3,3,3,2,3,3,4,3,3,2,2,2,3,4,2,4,3,2,2,3,4,2,3,3,3,2,2,3,3,3,2,3,3,3,4,2,4,2,3,4,2,2,3,2,3,3,2,3,2,4,2,3,3,3,3,2,4,2,3,3,3,4,2,3,2,4,4,3,2,2,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,3,3,2,3,3,3,2,3,2,3,2,4,3,4,3,2,3,3,2,2,3,2,2,3,3,2,3,2,3,3,3,3,2,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,1,3,3,4,2,3,3,3,3,3,3,3,2,3,3,3,3,3,4,2,3,3,2,3,3,4,3,2,3,4,4,3,4,3,4,3,3,3,3,2,2,4,4,2,3,3,4,2,3,4,4,3,3,3,3,4,4,4,3,4,4,3,3,3,4,3,3,3,3,3,budget|sensor_gap|legacy_assets,monitoring|maintenance|quality,training|time|expert,budget>sensor_gap>legacy_assets>network>data_quality,P_sensor>P_quality>C_network>C_edge>I_mapping,availability>quality>energy>throughput>flexibility,pilot_scope>baseline>owner>frontline>reuse,设备、质量、节拍和跨班组信息影响当前稳定运行。,先补齐关键测点、统一记录口径并减少重复录入。,本记录为 PCIO Toolkit 合成示例，仅供参考。
3.0.0,2ab760f1030542349e5542aaab914da1,2026-06-11T09:45:13.404152+00:00,,DISC-PILOT-01,匿名装备制造企业,small,76,machinery,job_shop,机加工与装配单元,North China,quality_defects|schedule_changeover|manual_records|collaboration,paper|excel|plc,local,三台关键加工设备和一个装配班组,生产主管,SYN-027,technician,生产3组,rotating,7,7,college,3,daily,no,8,suggest,3,2,2,2,3,3,3,3,3,2,3,3,3,2,2,2,2,2,4,2,3,3,2,3,2,3,2,2,3,2,2,2,3,3,2,2,3,3,3,4,2,3,3,3,3,3,4,2,2,3,3,3,3,4,2,2,2,3,2,3,3,2,3,2,3,2,4,3,2,4,2,2,1,4,2,2,1,2,4,2,3,2,2,4,2,2,2,2,5,2,3,3,2,3,2,1,2,3,5,1,2,2,3,3,2,2,1,3,3,2,1,2,2,4,2,1,3,1,4,4,2,2,2,1,3,2,3,2,2,3,4,2,1,2,2,2,4,2,2,2,3,2,4,3,2,2,2,2,5,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,1,3,2,2,2,2,2,4,4,2,1,2,3,2,2,3,2,4,2,2,2,2,3,2,3,2,2,5,2,2,2,2,4,2,2,1,2,4,2,2,2,3,4,2,2,3,2,4,2,3,2,2,4,2,2,2,2,5,4,3,3,4,3,3,3,3,3,4,3,4,3,3,2,4,3,4,3,3,3,3,3,3,2,4,4,3,3,3,4,3,2,3,3,4,3,4,4,3,3,budget|sensor_gap|legacy_assets,monitoring|maintenance|quality,training|time|expert,budget>sensor_gap>legacy_assets>network>data_quality,P_sensor>P_quality>C_network>C_edge>I_mapping,availability>quality>energy>throughput>flexibility,pilot_scope>baseline>owner>frontline>reuse,设备、质量、节拍和跨班组信息影响当前稳定运行。,先补齐关键测点、统一记录口径并减少重复录入。,本记录为 PCIO Toolkit 合成示例，仅供参考。
3.0.0,97252d75440547db9d283944a9e5c11d,2026-06-11T09:45:13.404970+00:00,,DISC-PILOT-01,匿名装备制造企业,small,76,machinery,job_shop,机加工与装配单元,North China,quality_defects|schedule_changeover|manual_records|collaboration,paper|excel|plc,local,三台关键加工设备和一个装配班组,生产主管,SYN-028,process,生产4组,regular,8,8,college,4,daily,yes,9,suggest,2,2,2,3,4,3,3,2,3,3,3,3,2,2,3,2,2,3,5,2,2,4,2,3,3,4,2,3,3,3,2,2,4,2,2,1,2,3,2,4,3,1,2,2,3,1,4,2,3,2,2,3,2,4,2,3,2,2,2,1,4,2,2,2,3,2,3,4,2,4,3,3,3,3,3,3,4,3,3,3,4,3,3,4,3,3,2,3,4,3,3,3,4,3,3,3,3,4,2,3,3,3,3,3,4,3,3,2,3,3,3,3,4,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,4,3,3,3,2,3,3,4,3,4,3,4,3,3,2,4,4,4,3,4,2,4,3,3,3,3,2,3,4,4,4,3,3,4,3,2,3,3,3,2,3,4,3,3,3,3,4,4,3,3,2,4,3,3,2,4,2,2,3,2,4,2,2,2,3,4,1,3,3,3,3,1,1,3,3,5,2,2,2,3,4,3,3,2,2,4,3,3,3,3,3,3,2,2,2,4,3,2,2,2,4,4,3,3,4,4,3,3,3,3,3,2,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,2,3,3,2,4,3,3,3,3,budget|sensor_gap|legacy_assets,monitoring|maintenance|quality,training|time|expert,budget>sensor_gap>legacy_assets>network>data_quality,P_sensor>P_quality>C_network>C_edge>I_mapping,availability>quality>energy>throughput>flexibility,pilot_scope>baseline>owner>frontline>reuse,设备、质量、节拍和跨班组信息影响当前稳定运行。,先补齐关键测点、统一记录口径并减少重复录入。,本记录为 PCIO Toolkit 合成示例，仅供参考。
3.0.0,2bed7c0b515f4ddd9a32c63c9d76e08f,2026-06-11T09:45:13.405839+00:00,,DISC-PILOT-01,匿名装备制造企业,small,76,machinery,job_shop,机加工与装配单元,North China,quality_defects|schedule_changeover|manual_records|collaboration,paper|excel|plc,local,三台关键加工设备和一个装配班组,生产主管,SYN-029,team_lead,生产1组,day,9,9,college,5,daily,no,10,suggest,2,2,3,2,4,3,2,2,2,3,2,4,2,2,3,2,3,2,4,1,3,3,3,2,2,3,2,2,3,2,3,2,4,3,2,3,2,3,2,3,2,2,2,3,2,2,5,3,2,1,3,2,2,4,3,3,3,2,2,2,4,3,2,2,1,2,2,4,2,4,3,3,3,2,4,3,3,3,2,3,4,4,2,3,3,4,3,4,2,4,3,3,3,3,4,2,4,3,2,4,4,4,4,3,3,3,3,3,3,4,3,4,3,3,3,3,4,3,3,4,2,1,2,2,4,2,2,2,2,3,3,2,1,2,2,2,3,2,2,2,2,2,4,1,2,3,1,2,4,1,2,1,2,2,4,2,1,2,2,2,4,2,3,2,2,1,3,3,2,2,2,1,5,2,1,3,2,2,4,4,3,2,1,3,3,3,2,2,3,2,3,3,3,4,2,2,3,3,4,3,1,2,3,3,2,2,2,2,3,2,3,3,2,2,3,2,2,2,3,2,3,3,3,3,3,3,2,2,3,4,2,2,2,3,3,2,2,2,3,2,3,1,3,4,3,3,2,2,3,3,2,3,2,4,2,2,2,2,4,4,3,3,3,2,3,3,3,3,3,3,budget|sensor_gap|legacy_assets,monitoring|maintenance|quality,training|time|expert,budget>sensor_gap>legacy_assets>network>data_quality,P_sensor>P_quality>C_network>C_edge>I_mapping,availability>quality>energy>throughput>flexibility,pilot_scope>baseline>owner>frontline>reuse,设备、质量、节拍和跨班组信息影响当前稳定运行。,先补齐关键测点、统一记录口径并减少重复录入。,本记录为 PCIO Toolkit 合成示例，仅供参考。
3.0.0,0795420751f24e468c749135ba9faea0,2026-06-11T09:45:13.406690+00:00,,DISC-PILOT-01,匿名装备制造企业,small,76,machinery,job_shop,机加工与装配单元,North China,quality_defects|schedule_changeover|manual_records|collaboration,paper|excel|plc,local,三台关键加工设备和一个装配班组,生产主管,SYN-030,automation,生产2组,night,10,10,college,6,daily,no,11,suggest,3,2,3,3,5,2,2,3,2,3,2,4,2,2,2,3,2,3,4,3,3,3,2,2,2,4,2,2,1,2,2,3,3,3,2,3,3,2,3,3,3,3,2,3,2,2,3,2,3,3,2,2,2,5,3,3,3,2,2,3,4,3,2,3,3,2,2,3,2,4,2,3,2,4,2,3,2,2,3,2,2,1,2,4,3,2,3,2,4,2,3,2,2,4,2,3,2,2,4,2,2,2,1,5,2,3,3,2,3,2,2,2,3,5,2,2,2,2,4,4,2,2,2,2,4,1,2,2,3,2,3,2,3,2,2,2,4,1,2,2,2,2,4,2,2,2,2,2,5,2,2,1,1,1,4,1,2,1,2,2,4,2,1,2,2,2,4,1,2,2,2,2,4,1,2,1,1,2,5,4,2,3,3,5,3,2,4,3,4,2,2,2,2,3,3,2,2,3,4,3,2,2,3,4,3,2,2,2,3,3,2,3,1,3,2,2,2,2,4,3,2,2,2,3,3,3,2,2,5,4,3,4,4,3,3,4,4,3,4,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,1,3,3,4,3,2,2,4,3,3,4,2,4,3,budget|sensor_gap|legacy_assets,monitoring|maintenance|quality,training|time|expert,budget>sensor_gap>legacy_assets>network>data_quality,P_sensor>P_quality>C_network>C_edge>I_mapping,availability>quality>energy>throughput>flexibility,pilot_scope>baseline>owner>frontline>reuse,设备、质量、节拍和跨班组信息影响当前稳定运行。,先补齐关键测点、统一记录口径并减少重复录入。,本记录为 PCIO Toolkit 合成示例，仅供参考。
3.0.0,ea615c807bb745d38b63059f5c0c7859,2026-06-11T09:45:13.407607+00:00,,DISC-PILOT-01,匿名装备制造企业,small,76,machinery,job_shop,机加工与装配单元,North China,quality_defects|schedule_changeover|manual_records|collaboration,paper|excel|plc,local,三台关键加工设备和一个装配班组,生产主管,SYN-031,operator,生产3组,rotating,11,1,college,7,daily,yes,12,approve_local,3,3,3,3,2,3,3,2,2,3,3,3,3,2,2,3,3,3,3,4,3,2,3,3,2,3,3,3,3,3,4,3,3,4,3,3,3,3,4,2,3,3,2,3,2,3,3,3,3,4,2,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,3,3,4,2,3,3,3,4,3,4,3,4,4,2,3,4,3,3,3,3,3,4,2,3,3,4,4,3,3,3,2,4,4,3,4,3,4,4,3,4,3,4,3,3,3,4,3,4,3,4,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,4,3,3,3,3,3,3,4,3,2,3,3,4,2,3,3,4,3,4,3,2,3,3,2,3,3,4,3,3,3,3,3,3,3,3,2,3,2,2,3,4,3,2,3,3,2,3,2,2,2,2,3,3,3,2,3,4,4,3,3,5,3,4,3,3,3,3,3,4,4,3,2,4,3,4,4,3,4,4,4,3,2,3,4,4,4,2,4,3,3,3,4,3,3,2,3,3,3,budget|sensor_gap|legacy_assets,monitoring|maintenance|quality,training|time|expert,budget>sensor_gap>legacy_assets>network>data_quality,P_sensor>P_quality>C_network>C_edge>I_mapping,availability>quality>energy>throughput>flexibility,pilot_scope>baseline>owner>frontline>reuse,设备、质量、节拍和跨班组信息影响当前稳定运行。,先补齐关键测点、统一记录口径并减少重复录入。,本记录为 PCIO Toolkit 合成示例，仅供参考。
3.0.0,c5f75638812742548f088e41fb35053f,2026-06-11T09:45:13.408450+00:00,,DISC-PILOT-01,匿名装备制造企业,small,76,machinery,job_shop,机加工与装配单元,North China,quality_defects|schedule_changeover|manual_records|collaboration,paper|excel|plc,local,三台关键加工设备和一个装配班组,生产主管,SYN-032,technician,生产4组,regular,12,2,college,8,daily,no,13,suggest,3,3,3,3,3,2,3,3,3,3,4,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,4,3,3,4,4,3,3,3,3,3,3,3,3,2,3,3,3,4,2,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,3,2,3,4,2,3,3,3,3,3,2,2,3,3,3,2,3,2,3,4,2,3,2,3,3,3,3,3,2,2,3,2,3,3,2,2,3,3,3,3,2,2,2,2,3,3,2,3,3,3,3,3,2,2,3,2,2,2,2,2,4,2,2,2,2,2,3,2,3,3,2,3,3,3,3,3,2,2,3,4,5,5,4,2,4,3,4,4,4,4,3,4,3,2,4,4,4,4,2,4,4,3,3,3,4,4,4,3,3,4,4,3,4,1,3,3,4,4,2,3,3,4,3,2,3,4,3,3,3,4,5,3,4,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,2,3,2,4,4,2,3,3,3,3,3,4,3,3,3,4,3,3,4,3,3,3,budget|sensor_gap|legacy_assets,monitoring|maintenance|quality,training|time|expert,budget>sensor_gap>legacy_assets>network>data_quality,P_sensor>P_quality>C_network>C_edge>I_mapping,availability>quality>energy>throughput>flexibility,pilot_scope>baseline>owner>frontline>reuse,设备、质量、节拍和跨班组信息影响当前稳定运行。,先补齐关键测点、统一记录口径并减少重复录入。,本记录为 PCIO Toolkit 合成示例，仅供参考。
3.0.0,5f5ac3ecf88940fc9dbdb4d13a44df2f,2026-06-11T09:45:13.409363+00:00,,DISC-PILOT-01,匿名装备制造企业,small,76,machinery,job_shop,机加工与装配单元,North China,quality_defects|schedule_changeover|manual_records|collaboration,paper|excel|plc,local,三台关键加工设备和一个装配班组,生产主管,SYN-033,process,生产1组,day,13,3,college,1,daily,no,14,suggest,2,3,2,3,4,3,3,3,2,3,2,3,3,2,2,3,2,3,4,3,3,3,3,2,2,4,2,2,3,2,2,3,4,3,2,2,3,2,2,4,2,3,2,3,2,2,3,2,2,2,3,2,3,4,3,3,3,3,3,3,3,2,3,2,3,3,2,4,3,4,4,3,3,3,4,3,4,4,2,3,3,4,3,3,4,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,4,3,4,3,2,3,3,4,4,4,3,3,3,2,3,3,2,3,3,4,3,2,2,2,4,2,3,2,3,1,4,2,3,2,2,2,4,1,2,2,1,2,4,3,2,2,2,3,5,2,1,3,3,2,4,2,2,1,2,2,3,2,3,3,2,2,4,2,2,2,2,2,5,3,2,2,2,1,3,4,2,3,3,3,3,2,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,3,3,3,2,2,3,3,4,3,3,3,3,2,3,3,2,3,3,4,3,3,2,2,2,3,3,4,3,3,5,3,4,3,3,3,3,3,2,4,3,2,4,3,3,3,3,4,3,4,3,3,4,2,3,4,3,3,4,3,budget|sensor_gap|legacy_assets,monitoring|maintenance|quality,training|time|expert,budget>sensor_gap>legacy_assets>network>data_quality,P_sensor>P_quality>C_network>C_edge>I_mapping,availability>quality>energy>throughput>flexibility,pilot_scope>baseline>owner>frontline>reuse,设备、质量、节拍和跨班组信息影响当前稳定运行。,先补齐关键测点、统一记录口径并减少重复录入。,本记录为 PCIO Toolkit 合成示例，仅供参考。
3.0.0,ed3db208b9484185bc738f0d7f848802,2026-06-11T09:45:13.410285+00:00,,DISC-PILOT-01,匿名装备制造企业,small,76,machinery,job_shop,机加工与装配单元,North China,quality_defects|schedule_changeover|manual_records|collaboration,paper|excel|plc,local,三台关键加工设备和一个装配班组,生产主管,SYN-034,team_lead,生产2组,night,14,4,college,2,daily,yes,15,suggest,2,1,2,2,5,2,3,2,1,2,2,4,1,2,2,2,2,3,3,2,3,3,2,2,2,4,2,3,2,3,2,2,5,2,3,2,2,3,2,5,2,2,2,2,3,2,4,2,3,2,2,2,2,4,3,3,1,2,1,2,4,2,3,2,3,2,2,4,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,4,3,2,4,3,3,3,3,4,2,4,4,3,4,3,4,3,3,4,3,4,3,4,3,3,3,2,3,3,3,4,2,3,2,3,3,4,3,3,2,3,5,2,2,3,2,3,3,2,2,2,3,2,4,2,2,1,2,2,3,3,2,2,4,3,4,2,2,3,3,3,4,2,4,3,3,1,4,2,3,3,3,3,3,3,3,2,3,4,3,3,3,3,2,2,4,4,2,1,1,4,2,1,2,2,4,2,2,1,2,5,2,3,2,3,4,2,1,1,2,5,2,2,1,2,5,1,2,2,1,5,1,1,2,2,4,3,3,2,1,4,1,1,1,1,4,4,3,2,3,4,2,3,4,2,3,2,3,4,3,3,2,3,3,3,3,3,3,2,3,4,3,3,3,4,2,4,3,3,3,2,4,3,3,3,3,3,budget|sensor_gap|legacy_assets,monitoring|maintenance|quality,training|time|expert,budget>sensor_gap>legacy_assets>network>data_quality,P_sensor>P_quality>C_network>C_edge>I_mapping,availability>quality>energy>throughput>flexibility,pilot_scope>baseline>owner>frontline>reuse,设备、质量、节拍和跨班组信息影响当前稳定运行。,先补齐关键测点、统一记录口径并减少重复录入。,本记录为 PCIO Toolkit 合成示例，仅供参考。
